# 3DExplore ascii
# Sample name : 
# Comment : 
# Data Dimension: 2
# Location Dimension: 2
# System : 
# wavelength: 1.540593
# origin : 0.000000 0.000000 
# gonio origin : 40.014600 80.029200 0.000000 0.000000 
# min : -0.0214577 0.7118884 
# max : 0.0211276 0.9457988 
# axis type : "Qx" "Qz" 
# gain : 1.345340
# number of data : 44 541 
-0.0214577	0.7118884	-1.0000	
-0.0204673	0.7118884	-1.0000	
-0.0194769	0.7118884	-1.0000	
-0.0184866	0.7118884	-1.0000	
-0.0174962	0.7118884	-1.0000	
-0.0165059	0.7118884	0.0000	
-0.0155155	0.7118884	0.0000	
-0.0145252	0.7118884	0.0000	
-0.0135348	0.7118884	0.0000	
-0.0125445	0.7118884	0.0000	
-0.0115541	0.7118884	0.0000	
-0.0105638	0.7118884	0.0000	
-0.0095734	0.7118884	0.0000	
-0.0085830	0.7118884	0.0000	
-0.0075927	0.7118884	0.0000	
-0.0066023	0.7118884	0.0000	
-0.0056120	0.7118884	0.0000	
-0.0046216	0.7118884	0.0000	
-0.0036313	0.7118884	0.0000	
-0.0026409	0.7118884	0.0000	
-0.0016506	0.7118884	0.0000	
-0.0006602	0.7118884	0.0000	
0.0003301	0.7118884	0.0000	
0.0013205	0.7118884	0.0000	
0.0023109	0.7118884	0.0000	
0.0033012	0.7118884	0.0000	
0.0042916	0.7118884	0.0000	
0.0052819	0.7118884	0.0000	
0.0062723	0.7118884	0.0000	
0.0072626	0.7118884	0.0000	
0.0082530	0.7118884	0.0000	
0.0092433	0.7118884	0.0000	
0.0102337	0.7118884	0.0000	
0.0112240	0.7118884	0.0000	
0.0122144	0.7118884	0.0000	
0.0132048	0.7118884	0.0000	
0.0141951	0.7118884	0.0000	
0.0151855	0.7118884	0.0000	
0.0161758	0.7118884	0.0000	
0.0171662	0.7118884	-1.0000	
0.0181565	0.7118884	-1.0000	
0.0191469	0.7118884	-1.0000	
0.0201372	0.7118884	-1.0000	
0.0211276	0.7118884	-1.0000	
-0.0214577	0.7123216	-1.0000	
-0.0204673	0.7123216	-1.0000	
-0.0194769	0.7123216	-1.0000	
-0.0184866	0.7123216	-1.0000	
-0.0174962	0.7123216	-1.0000	
-0.0165059	0.7123216	0.0000	
-0.0155155	0.7123216	0.0000	
-0.0145252	0.7123216	0.0000	
-0.0135348	0.7123216	0.0000	
-0.0125445	0.7123216	0.0000	
-0.0115541	0.7123216	0.0000	
-0.0105638	0.7123216	0.0000	
-0.0095734	0.7123216	0.0001	
-0.0085830	0.7123216	0.0000	
-0.0075927	0.7123216	0.0000	
-0.0066023	0.7123216	0.0000	
-0.0056120	0.7123216	0.0000	
-0.0046216	0.7123216	0.0000	
-0.0036313	0.7123216	0.0000	
-0.0026409	0.7123216	0.0000	
-0.0016506	0.7123216	0.0000	
-0.0006602	0.7123216	0.0000	
0.0003301	0.7123216	0.0001	
0.0013205	0.7123216	0.0000	
0.0023109	0.7123216	0.0000	
0.0033012	0.7123216	0.0000	
0.0042916	0.7123216	0.0000	
0.0052819	0.7123216	0.0000	
0.0062723	0.7123216	0.0000	
0.0072626	0.7123216	0.0000	
0.0082530	0.7123216	0.0000	
0.0092433	0.7123216	0.0000	
0.0102337	0.7123216	0.0000	
0.0112240	0.7123216	0.0000	
0.0122144	0.7123216	0.0000	
0.0132048	0.7123216	0.0000	
0.0141951	0.7123216	0.0000	
0.0151855	0.7123216	0.0000	
0.0161758	0.7123216	0.0000	
0.0171662	0.7123216	-1.0000	
0.0181565	0.7123216	-1.0000	
0.0191469	0.7123216	-1.0000	
0.0201372	0.7123216	-1.0000	
0.0211276	0.7123216	-1.0000	
-0.0214577	0.7127547	-1.0000	
-0.0204673	0.7127547	-1.0000	
-0.0194769	0.7127547	-1.0000	
-0.0184866	0.7127547	-1.0000	
-0.0174962	0.7127547	-1.0000	
-0.0165059	0.7127547	0.0000	
-0.0155155	0.7127547	0.0000	
-0.0145252	0.7127547	0.0000	
-0.0135348	0.7127547	0.0000	
-0.0125445	0.7127547	0.0000	
-0.0115541	0.7127547	0.0000	
-0.0105638	0.7127547	0.0017	
-0.0095734	0.7127547	0.0060	
-0.0085830	0.7127547	0.0026	
-0.0075927	0.7127547	0.0000	
-0.0066023	0.7127547	0.0000	
-0.0056120	0.7127547	0.0000	
-0.0046216	0.7127547	0.0000	
-0.0036313	0.7127547	0.0000	
-0.0026409	0.7127547	0.0000	
-0.0016506	0.7127547	0.0000	
-0.0006602	0.7127547	0.0008	
0.0003301	0.7127547	0.0000	
0.0013205	0.7127547	0.0000	
0.0023109	0.7127547	0.0000	
0.0033012	0.7127547	0.0000	
0.0042916	0.7127547	0.0000	
0.0052819	0.7127547	0.0000	
0.0062723	0.7127547	0.0000	
0.0072626	0.7127547	0.0000	
0.0082530	0.7127547	0.0000	
0.0092433	0.7127547	0.0000	
0.0102337	0.7127547	0.0000	
0.0112240	0.7127547	0.0000	
0.0122144	0.7127547	0.0000	
0.0132048	0.7127547	0.0000	
0.0141951	0.7127547	0.0000	
0.0151855	0.7127547	0.0000	
0.0161758	0.7127547	0.0000	
0.0171662	0.7127547	-1.0000	
0.0181565	0.7127547	-1.0000	
0.0191469	0.7127547	-1.0000	
0.0201372	0.7127547	-1.0000	
0.0211276	0.7127547	-1.0000	
-0.0214577	0.7131879	-1.0000	
-0.0204673	0.7131879	-1.0000	
-0.0194769	0.7131879	-1.0000	
-0.0184866	0.7131879	-1.0000	
-0.0174962	0.7131879	-1.0000	
-0.0165059	0.7131879	0.0000	
-0.0155155	0.7131879	0.0000	
-0.0145252	0.7131879	0.0000	
-0.0135348	0.7131879	0.0000	
-0.0125445	0.7131879	0.0000	
-0.0115541	0.7131879	0.0000	
-0.0105638	0.7131879	0.0077	
-0.0095734	0.7131879	0.1199	
-0.0085830	0.7131879	0.0208	
-0.0075927	0.7131879	0.0000	
-0.0066023	0.7131879	0.0000	
-0.0056120	0.7131879	0.0000	
-0.0046216	0.7131879	0.0000	
-0.0036313	0.7131879	0.0000	
-0.0026409	0.7131879	0.0000	
-0.0016506	0.7131879	0.0018	
-0.0006602	0.7131879	0.0650	
0.0003301	0.7131879	0.0036	
0.0013205	0.7131879	0.0000	
0.0023109	0.7131879	0.0000	
0.0033012	0.7131879	0.0000	
0.0042916	0.7131879	0.0000	
0.0052819	0.7131879	0.0000	
0.0062723	0.7131879	0.0000	
0.0072626	0.7131879	0.0000	
0.0082530	0.7131879	0.0000	
0.0092433	0.7131879	0.0000	
0.0102337	0.7131879	0.0000	
0.0112240	0.7131879	0.0000	
0.0122144	0.7131879	0.0000	
0.0132048	0.7131879	0.0000	
0.0141951	0.7131879	0.0000	
0.0151855	0.7131879	0.0000	
0.0161758	0.7131879	0.0000	
0.0171662	0.7131879	-1.0000	
0.0181565	0.7131879	-1.0000	
0.0191469	0.7131879	-1.0000	
0.0201372	0.7131879	-1.0000	
0.0211276	0.7131879	-1.0000	
-0.0214577	0.7136211	-1.0000	
-0.0204673	0.7136211	-1.0000	
-0.0194769	0.7136211	-1.0000	
-0.0184866	0.7136211	-1.0000	
-0.0174962	0.7136211	-1.0000	
-0.0165059	0.7136211	0.0000	
-0.0155155	0.7136211	0.0000	
-0.0145252	0.7136211	0.0000	
-0.0135348	0.7136211	0.0000	
-0.0125445	0.7136211	0.0000	
-0.0115541	0.7136211	0.0002	
-0.0105638	0.7136211	0.0723	
-0.0095734	0.7136211	0.4682	
-0.0085830	0.7136211	0.1618	
-0.0075927	0.7136211	0.0008	
-0.0066023	0.7136211	0.0000	
-0.0056120	0.7136211	0.0000	
-0.0046216	0.7136211	0.0000	
-0.0036313	0.7136211	0.0000	
-0.0026409	0.7136211	0.0001	
-0.0016506	0.7136211	0.0468	
-0.0006602	0.7136211	0.4112	
0.0003301	0.7136211	0.2517	
0.0013205	0.7136211	0.0000	
0.0023109	0.7136211	0.0000	
0.0033012	0.7136211	0.0000	
0.0042916	0.7136211	0.0000	
0.0052819	0.7136211	0.0000	
0.0062723	0.7136211	0.0000	
0.0072626	0.7136211	0.0000	
0.0082530	0.7136211	0.0000	
0.0092433	0.7136211	0.0000	
0.0102337	0.7136211	0.0000	
0.0112240	0.7136211	0.0000	
0.0122144	0.7136211	0.0000	
0.0132048	0.7136211	0.0000	
0.0141951	0.7136211	0.0000	
0.0151855	0.7136211	0.0000	
0.0161758	0.7136211	0.0000	
0.0171662	0.7136211	-1.0000	
0.0181565	0.7136211	-1.0000	
0.0191469	0.7136211	-1.0000	
0.0201372	0.7136211	-1.0000	
0.0211276	0.7136211	-1.0000	
-0.0214577	0.7140542	-1.0000	
-0.0204673	0.7140542	-1.0000	
-0.0194769	0.7140542	-1.0000	
-0.0184866	0.7140542	-1.0000	
-0.0174962	0.7140542	-1.0000	
-0.0165059	0.7140542	0.0000	
-0.0155155	0.7140542	0.0000	
-0.0145252	0.7140542	0.0000	
-0.0135348	0.7140542	0.0000	
-0.0125445	0.7140542	0.0000	
-0.0115541	0.7140542	0.0001	
-0.0105638	0.7140542	0.1202	
-0.0095734	0.7140542	0.6968	
-0.0085830	0.7140542	0.2363	
-0.0075927	0.7140542	0.0024	
-0.0066023	0.7140542	0.0000	
-0.0056120	0.7140542	0.0000	
-0.0046216	0.7140542	0.0000	
-0.0036313	0.7140542	0.0000	
-0.0026409	0.7140542	0.0000	
-0.0016506	0.7140542	0.1093	
-0.0006602	0.7140542	0.7117	
0.0003301	0.7140542	0.4074	
0.0013205	0.7140542	0.0000	
0.0023109	0.7140542	0.0000	
0.0033012	0.7140542	0.0000	
0.0042916	0.7140542	0.0000	
0.0052819	0.7140542	0.0000	
0.0062723	0.7140542	0.0000	
0.0072626	0.7140542	0.0000	
0.0082530	0.7140542	0.0000	
0.0092433	0.7140542	0.0000	
0.0102337	0.7140542	0.0000	
0.0112240	0.7140542	0.0000	
0.0122144	0.7140542	0.0000	
0.0132048	0.7140542	0.0000	
0.0141951	0.7140542	0.0000	
0.0151855	0.7140542	0.0000	
0.0161758	0.7140542	0.0000	
0.0171662	0.7140542	-1.0000	
0.0181565	0.7140542	-1.0000	
0.0191469	0.7140542	-1.0000	
0.0201372	0.7140542	-1.0000	
0.0211276	0.7140542	-1.0000	
-0.0214577	0.7144874	-1.0000	
-0.0204673	0.7144874	-1.0000	
-0.0194769	0.7144874	-1.0000	
-0.0184866	0.7144874	-1.0000	
-0.0174962	0.7144874	-1.0000	
-0.0165059	0.7144874	0.0000	
-0.0155155	0.7144874	0.0000	
-0.0145252	0.7144874	0.0000	
-0.0135348	0.7144874	0.0000	
-0.0125445	0.7144874	0.0000	
-0.0115541	0.7144874	0.0000	
-0.0105638	0.7144874	0.0220	
-0.0095734	0.7144874	0.2335	
-0.0085830	0.7144874	0.0724	
-0.0075927	0.7144874	0.0013	
-0.0066023	0.7144874	0.0000	
-0.0056120	0.7144874	0.0000	
-0.0046216	0.7144874	0.0000	
-0.0036313	0.7144874	0.0000	
-0.0026409	0.7144874	0.0000	
-0.0016506	0.7144874	0.0237	
-0.0006602	0.7144874	0.2720	
0.0003301	0.7144874	0.1412	
0.0013205	0.7144874	0.0000	
0.0023109	0.7144874	0.0000	
0.0033012	0.7144874	0.0000	
0.0042916	0.7144874	0.0000	
0.0052819	0.7144874	0.0000	
0.0062723	0.7144874	0.0000	
0.0072626	0.7144874	0.0000	
0.0082530	0.7144874	0.0000	
0.0092433	0.7144874	0.0000	
0.0102337	0.7144874	0.0000	
0.0112240	0.7144874	0.0000	
0.0122144	0.7144874	0.0000	
0.0132048	0.7144874	0.0000	
0.0141951	0.7144874	0.0000	
0.0151855	0.7144874	0.0000	
0.0161758	0.7144874	0.0000	
0.0171662	0.7144874	-1.0000	
0.0181565	0.7144874	-1.0000	
0.0191469	0.7144874	-1.0000	
0.0201372	0.7144874	-1.0000	
0.0211276	0.7144874	-1.0000	
-0.0214577	0.7149206	-1.0000	
-0.0204673	0.7149206	-1.0000	
-0.0194769	0.7149206	-1.0000	
